Year,Month,Day,Hour,Temperature,Irradiance
2017,8,8,15,30.66,367.18
2017,8,8,16,29.93,226.1
2017,8,8,17,29.03,97.47
2017,8,8,18,28.03,15.3
2017,8,8,19,27.51,0
2017,8,8,20,27.23,0
2017,8,8,21,27.07,0
2017,8,8,22,26.94,0
2017,8,8,23,26.84,0
2017,8,9,0,26.78,0
2017,8,9,1,26.76,0
2017,8,9,2,26.72,0
2017,8,9,3,26.69,0
2017,8,9,4,26.69,0
2017,8,9,5,26.7,6.8
2017,8,9,6,27.3,93.77
2017,8,9,7,28.01,275.61
2017,8,9,8,28.75,462.97
2017,8,9,9,29.41,600.28
2017,8,9,10,29.99,656.22
2017,8,9,11,30.55,651.77
2017,8,9,12,31.01,627.12
2017,8,9,13,31.26,630.69
2017,8,9,14,31.15,535.37
2017,8,9,15,30.53,410.66
2017,8,9,16,29.87,234.63
2017,8,9,17,29.02,106.91
2017,8,9,18,28.1,15.22
2017,8,9,19,27.58,0
2017,8,9,20,27.23,0
2017,8,9,21,26.98,0
2017,8,9,22,26.83,0
2017,8,9,23,26.72,0
2017,8,10,0,26.61,0
2017,8,10,1,26.54,0
2017,8,10,2,26.49,0
2017,8,10,3,26.41,0
2017,8,10,4,26.37,0
2017,8,10,5,26.39,6.57
2017,8,10,6,27.06,47.37
2017,8,10,7,28.07,138.54
2017,8,10,8,29.08,258.26
2017,8,10,9,29.69,325.73
2017,8,10,10,30.28,225.4
2017,8,10,11,30.71,235.11
2017,8,10,12,30.85,477.01
2017,8,10,13,30.8,475.46
2017,8,10,14,30.41,510.96
2017,8,10,15,29.87,288.02
2017,8,10,16,29.27,189.91
2017,8,10,17,28.5,73.7
2017,8,10,18,27.73,11.26
2017,8,10,19,27.26,0
2017,8,10,20,27.02,0
2017,8,10,21,26.88,0
2017,8,10,22,26.79,0
2017,8,10,23,26.7,0
2017,8,11,0,26.63,0
2017,8,11,1,26.57,0
2017,8,11,2,26.51,0
2017,8,11,3,26.44,0
2017,8,11,4,26.38,0
2017,8,11,5,26.34,5.01
2017,8,11,6,26.76,22.21
2017,8,11,7,27.54,89.34
2017,8,11,8,28.4,206.58
2017,8,11,9,28.92,291.24
2017,8,11,10,29.31,360.31
2017,8,11,11,29.61,403.55
2017,8,11,12,29.82,429.08
2017,8,11,13,30.02,300.66
2017,8,11,14,30.03,368.5
2017,8,11,15,29.88,291.22
2017,8,11,16,29.48,172.96
2017,8,11,17,28.82,70.94
2017,8,11,18,28.12,9.6
2017,8,11,19,27.87,0
2017,8,11,20,27.71,0
2017,8,11,21,27.57,0
2017,8,11,22,27.45,0
2017,8,11,23,27.36,0
2017,8,12,0,27.26,0
2017,8,12,1,27.18,0
2017,8,12,2,27.1,0
2017,8,12,3,27.04,0
2017,8,12,4,26.96,0
2017,8,12,5,26.91,4.82
2017,8,12,6,27.2,15.41
2017,8,12,7,27.76,53.16
2017,8,12,8,28.33,79.41
2017,8,12,9,28.84,91.87
2017,8,12,10,29.19,137.2
2017,8,12,11,29.36,115.52
2017,8,12,12,29.52,84.23
2017,8,12,13,29.6,87.26
2017,8,12,14,29.55,58.36
2017,8,12,15,29.33,62.66
2017,8,12,16,28.99,55.27
2017,8,12,17,28.45,30
2017,8,12,18,27.67,7.52
2017,8,12,19,27.37,0
2017,8,12,20,27.2,0
2017,8,12,21,27.04,0
2017,8,12,22,26.9,0
2017,8,12,23,26.75,0
2017,8,13,0,26.58,0
2017,8,13,1,26.41,0
2017,8,13,2,26.26,0
2017,8,13,3,26.15,0
2017,8,13,4,26.05,0
2017,8,13,5,26,5.73
2017,8,13,6,26.47,31.04
2017,8,13,7,26.99,140.09
2017,8,13,8,27.52,277.55
2017,8,13,9,28,398.98
2017,8,13,10,28.54,463.76
2017,8,13,11,29.04,518.9
2017,8,13,12,29.39,308.03
2017,8,13,13,29.56,234.23
2017,8,13,14,29.71,137.4
2017,8,13,15,29.69,117.15
2017,8,13,16,29.31,121.91
2017,8,13,17,28.62,41.48
2017,8,13,18,27.5,6.88
2017,8,13,19,27.02,0
2017,8,13,20,26.76,0
2017,8,13,21,26.55,0
2017,8,13,22,26.36,0
2017,8,13,23,26.16,0
2017,8,14,0,26.01,0
2017,8,14,1,25.87,0
2017,8,14,2,25.75,0
2017,8,14,3,25.64,0
2017,8,14,4,25.52,0
2017,8,14,5,25.48,5.93
2017,8,14,6,26.31,25.37
2017,8,14,7,27.12,67.98
2017,8,14,8,28.05,199.5
2017,8,14,9,28.63,340.23
2017,8,14,10,29.12,477.01
2017,8,14,11,29.65,537.48
2017,8,14,12,30.23,617.66
2017,8,14,13,30.64,567.38
2017,8,14,14,30.98,437.41
2017,8,14,15,30.97,298.5
2017,8,14,16,30.65,197.45
2017,8,14,17,29.94,67.62
2017,8,14,18,28.69,13.12
2017,8,14,19,27.94,0
2017,8,14,20,27.53,0
2017,8,14,21,27.17,0
2017,8,14,22,26.89,0
2017,8,14,23,26.62,0
2017,8,15,0,26.45,0
2017,8,15,1,26.33,0
2017,8,15,2,26.24,0
2017,8,15,3,26.19,0
2017,8,15,4,26.06,0
2017,8,15,5,26.01,0
2017,8,15,6,26.68,65.38
2017,8,15,7,27.37,191.28
2017,8,15,8,28.26,364.71
2017,8,15,9,29.03,535.7
2017,8,15,10,29.73,574.18
2017,8,15,11,30.35,538.77
2017,8,15,12,30.87,544.05
2017,8,15,13,31.08,468.11
2017,8,15,14,31.06,255.44
2017,8,15,15,30.76,121.22
2017,8,15,16,30.12,70.3
2017,8,15,17,29.24,37.56
2017,8,15,18,28.12,6.54
2017,8,15,19,27.6,0
2017,8,15,20,27.26,0
2017,8,15,21,27.01,0
2017,8,15,22,26.8,0
2017,8,15,23,26.62,0
2017,8,16,0,26.46,0
2017,8,16,1,26.35,0
2017,8,16,2,26.25,0
2017,8,16,3,26.15,0
2017,8,16,4,26.13,0
2017,8,16,5,26.16,0
2017,8,16,6,26.83,49.34
2017,8,16,7,27.73,154.13
2017,8,16,8,28.58,261.38
2017,8,16,9,29.27,237.4
2017,8,16,10,29.97,194.05
2017,8,16,11,30.59,346.61
2017,8,16,12,30.85,393.94
2017,8,16,13,30.76,373.16
2017,8,16,14,30.55,323.99
2017,8,16,15,30.16,334.42
2017,8,16,16,29.65,210.75
2017,8,16,17,28.9,73.3
2017,8,16,18,28.02,10.03
2017,8,16,19,27.55,0
2017,8,16,20,27.26,0
2017,8,16,21,26.96,0
2017,8,16,22,26.69,0
2017,8,16,23,26.51,0
2017,8,17,0,26.31,0
2017,8,17,1,26.19,0
2017,8,17,2,26.08,0
2017,8,17,3,25.98,0
2017,8,17,4,25.9,0
2017,8,17,5,25.87,0
2017,8,17,6,26.58,80.29
2017,8,17,7,27.23,239.7
2017,8,17,8,28.08,404.07
2017,8,17,9,28.98,562.11
2017,8,17,10,30.05,617.47
2017,8,17,11,31.05,721.05
2017,8,17,12,31.78,743.88
2017,8,17,13,31.86,625.78
2017,8,17,14,31.6,566.02
2017,8,17,15,31.07,434.11
2017,8,17,16,30.43,253.07
2017,8,17,17,29.6,110.43
2017,8,17,18,28.44,11.12
2017,8,17,19,27.79,0
2017,8,17,20,27.33,0
2017,8,17,21,26.85,0
2017,8,17,22,26.4,0
2017,8,17,23,26.06,0
2017,8,18,0,25.76,0
2017,8,18,1,25.55,0
2017,8,18,2,25.41,0
2017,8,18,3,25.38,0
2017,8,18,4,25.35,0
2017,8,18,5,25.37,0
2017,8,18,6,26.4,77.3
2017,8,18,7,27.64,216.73
2017,8,18,8,28.84,374.45
2017,8,18,9,29.68,496.04
2017,8,18,10,30.31,602.9
2017,8,18,11,30.76,565.8
2017,8,18,12,31.12,583.16
2017,8,18,13,31.26,618.81
2017,8,18,14,30.74,489.1
2017,8,18,15,30.12,384.57
2017,8,18,16,29.48,235.99
2017,8,18,17,28.55,96.49
2017,8,18,18,27.33,9.98
2017,8,18,19,26.79,0
2017,8,18,20,26.51,0
2017,8,18,21,26.27,0
2017,8,18,22,26.06,0
2017,8,18,23,25.9,0
2017,8,19,0,25.8,0
2017,8,19,1,25.8,0
2017,8,19,2,25.8,0
2017,8,19,3,25.75,0
2017,8,19,4,25.69,0
2017,8,19,5,25.65,0
2017,8,19,6,26.41,92.7
2017,8,19,7,27.54,258.83
2017,8,19,8,28.56,462.41
2017,8,19,9,29.34,538.92
2017,8,19,10,29.96,572.54
2017,8,19,11,30.51,594.25
2017,8,19,12,31.04,607.48
2017,8,19,13,31.24,504.14
2017,8,19,14,31.22,461.62
2017,8,19,15,30.77,322.3
2017,8,19,16,30.2,208.79
2017,8,19,17,29.28,87.16
2017,8,19,18,27.87,10.14
2017,8,19,19,27.22,0
2017,8,19,20,26.81,0
2017,8,19,21,26.46,0
2017,8,19,22,26.11,0
2017,8,19,23,25.77,0
2017,8,20,0,25.48,0
2017,8,20,1,25.33,0
2017,8,20,2,25.38,0
2017,8,20,3,25.34,0
2017,8,20,4,25.26,0
2017,8,20,5,25.3,0
2017,8,20,6,26.16,102.45
2017,8,20,7,27.34,285.85
2017,8,20,8,28.37,472.39
2017,8,20,9,28.82,590.91
2017,8,20,10,29.4,679.28
2017,8,20,11,29.9,712.71
2017,8,20,12,30.15,693.49
2017,8,20,13,30.45,637.16
2017,8,20,14,30.6,526.81
2017,8,20,15,30.48,425.92
2017,8,20,16,29.92,262.98
2017,8,20,17,28.83,121.98
2017,8,20,18,27.64,9.66
2017,8,20,19,27.18,0
2017,8,20,20,26.9,0
2017,8,20,21,26.66,0
2017,8,20,22,26.44,0
2017,8,20,23,26.23,0
2017,8,21,0,26.01,0
2017,8,21,1,25.83,0
2017,8,21,2,25.67,0
2017,8,21,3,25.52,0
2017,8,21,4,25.39,0
2017,8,21,5,25.37,0
2017,8,21,6,26.38,87.52
2017,8,21,7,28.75,270.48
2017,8,21,8,30.36,481.89
2017,8,21,9,30.95,631.46
2017,8,21,10,31.56,697.16
2017,8,21,11,32.05,736.66
2017,8,21,12,32.36,753.09
2017,8,21,13,32.43,724.69
2017,8,21,14,32.28,615.27
2017,8,21,15,31.9,454.38
2017,8,21,16,31.33,270.46
2017,8,21,17,30.65,103.4
2017,8,21,18,29.14,9.19
2017,8,21,19,28.17,0
2017,8,21,20,27.55,0
2017,8,21,21,27.08,0
2017,8,21,22,26.69,0
2017,8,21,23,26.34,0
2017,8,22,0,26.05,0
2017,8,22,1,25.83,0
2017,8,22,2,25.65,0
2017,8,22,3,25.65,0
2017,8,22,4,25.7,0
2017,8,22,5,25.57,0
2017,8,22,6,26.23,32.41
2017,8,22,7,27.03,169.58
2017,8,22,8,28.42,101.04
2017,8,22,9,29.86,170.32
2017,8,22,10,30.75,236.76
2017,8,22,11,31.12,225.15
2017,8,22,12,31.3,306.36
2017,8,22,13,31.33,372.78
2017,8,22,14,31.08,443.13
2017,8,22,15,30.99,394.45
2017,8,22,16,30.73,265.69
2017,8,22,17,30.06,107.84
2017,8,22,18,28.85,8.31
2017,8,22,19,28.14,0
2017,8,22,20,27.6,0
2017,8,22,21,27.13,0
2017,8,22,22,26.75,0
2017,8,22,23,26.43,0
2017,8,23,0,26.23,0
2017,8,23,1,26.03,0
2017,8,23,2,25.9,0
2017,8,23,3,25.87,0
2017,8,23,4,25.94,0
2017,8,23,5,25.75,0
2017,8,23,6,26.36,68.15
2017,8,23,7,27.62,178.2
2017,8,23,8,29.01,369.77
2017,8,23,9,30.02,469.97
2017,8,23,10,30.99,436.74
2017,8,23,11,31.58,547.88
2017,8,23,12,32.03,569.81
2017,8,23,13,32.31,459.62
2017,8,23,14,32.41,315.3
2017,8,23,15,32.22,228.71
2017,8,23,16,31.79,188.48
2017,8,23,17,31.25,71.34
2017,8,23,18,29.89,8.02
2017,8,23,19,29.08,0
2017,8,23,20,28.53,0
2017,8,23,21,28.06,0
2017,8,23,22,27.64,0
2017,8,23,23,27.26,0
2017,8,24,0,26.98,0
2017,8,24,1,26.75,0
2017,8,24,2,26.51,0
2017,8,24,3,26.3,0
2017,8,24,4,26.14,0
2017,8,24,5,26.04,0
2017,8,24,6,26.67,76.8
2017,8,24,7,27.77,243.47
2017,8,24,8,28.77,457.29
2017,8,24,9,29.27,617.66
2017,8,24,10,29.6,634.45
2017,8,24,11,29.71,723.84
2017,8,24,12,29.82,764.5
2017,8,24,13,29.88,600.88
2017,8,24,14,29.87,477.76
2017,8,24,15,29.78,280
2017,8,24,16,29.66,190.86
2017,8,24,17,29.05,64.1
2017,8,24,18,27.87,7.62
2017,8,24,19,27.4,0
2017,8,24,20,27.1,0
2017,8,24,21,26.83,0
2017,8,24,22,26.56,0
2017,8,24,23,26.37,0
2017,8,25,0,26.23,0
2017,8,25,1,26.1,0
2017,8,25,2,26.03,0
2017,8,25,3,26.06,0
2017,8,25,4,26.12,0
2017,8,25,5,25.96,0
2017,8,25,6,26.31,90.39
2017,8,25,7,27.04,268.84
2017,8,25,8,27.83,476.89
2017,8,25,9,28.61,646.7
2017,8,25,10,29.58,797.23
2017,8,25,11,30.44,755.19
2017,8,25,12,31.01,671.34
2017,8,25,13,31.34,655.32
2017,8,25,14,31.27,561.19
2017,8,25,15,30.86,399.96
2017,8,25,16,30.23,232.53
2017,8,25,17,29.25,79.48
2017,8,25,18,28.16,6.9
2017,8,25,19,27.67,0
2017,8,25,20,27.33,0
2017,8,25,21,27.08,0
2017,8,25,22,26.86,0
2017,8,25,23,26.67,0
2017,8,26,0,26.52,0
2017,8,26,1,26.45,0
2017,8,26,2,26.39,0
2017,8,26,3,26.32,0
2017,8,26,4,26.15,0
2017,8,26,5,26.02,0
2017,8,26,6,26.73,90.56
2017,8,26,7,27.55,284.23
2017,8,26,8,28.43,483.65
2017,8,26,9,29.3,617.27
2017,8,26,10,29.9,644.76
2017,8,26,11,30.15,682.27
2017,8,26,12,30.31,542.25
2017,8,26,13,30.36,451.58
2017,8,26,14,30.17,345.04
2017,8,26,15,29.83,260.98
2017,8,26,16,29.37,157.66
2017,8,26,17,28.69,53.55
2017,8,26,18,27.93,6.38
2017,8,26,19,27.6,0
2017,8,26,20,27.35,0
2017,8,26,21,27.12,0
2017,8,26,22,26.88,0
2017,8,26,23,26.69,0
2017,8,27,0,26.55,0
2017,8,27,1,26.45,0
2017,8,27,2,26.37,0
2017,8,27,3,26.3,0
2017,8,27,4,26.18,0
2017,8,27,5,26.05,0
2017,8,27,6,26.4,46.23
2017,8,27,7,27.04,190.88
2017,8,27,8,27.51,363.15
2017,8,27,9,28.05,538.16
2017,8,27,10,28.78,687.93
2017,8,27,11,29.55,712.17
2017,8,27,12,30,524.2
2017,8,27,13,30.11,494.48
2017,8,27,14,30.05,409.28
2017,8,27,15,29.85,289.99
2017,8,27,16,29.54,207.41
2017,8,27,17,28.84,108.43
2017,8,27,18,27.77,7.09
2017,8,27,19,27.37,0
2017,8,27,20,27.15,0
2017,8,27,21,26.9,0
2017,8,27,22,26.64,0
2017,8,27,23,26.41,0
2017,8,28,0,26.29,0
2017,8,28,1,26.22,0
2017,8,28,2,26.23,0
2017,8,28,3,26.29,0
2017,8,28,4,26.36,0
2017,8,28,5,26.35,0
2017,8,28,6,26.72,53.58
2017,8,28,7,27.25,170.35
2017,8,28,8,27.7,311.23
2017,8,28,9,28.13,480.33
2017,8,28,10,28.6,506.02
2017,8,28,11,29.09,530.32
2017,8,28,12,29.49,678.32
2017,8,28,13,29.79,631.37
2017,8,28,14,29.76,509.95
2017,8,28,15,29.32,361.72
2017,8,28,16,28.6,219.18
2017,8,28,17,27.85,75.27
2017,8,28,18,27,6.76
2017,8,28,19,26.63,0
2017,8,28,20,26.36,0
2017,8,28,21,26.15,0
2017,8,28,22,25.95,0
2017,8,28,23,25.73,0
2017,8,29,0,25.63,0
2017,8,29,1,25.78,0
2017,8,29,2,25.81,0
2017,8,29,3,25.69,0
2017,8,29,4,25.62,0
2017,8,29,5,25.65,0
2017,8,29,6,26.08,70.73
2017,8,29,7,26.9,221.97
2017,8,29,8,28.29,423.05
2017,8,29,9,29.51,515.55
2017,8,29,10,30.25,548.06
2017,8,29,11,30.82,542.17
2017,8,29,12,31.23,484.56
2017,8,29,13,31.12,418.98
2017,8,29,14,30.88,463.29
2017,8,29,15,30.25,399.43
2017,8,29,16,29.49,254.91
2017,8,29,17,28.63,89.12
2017,8,29,18,27.72,7.19
2017,8,29,19,27.3,0
2017,8,29,20,26.98,0
2017,8,29,21,26.69,0
2017,8,29,22,26.45,0
2017,8,29,23,26.23,0
2017,8,30,0,26.02,0
2017,8,30,1,25.89,0
2017,8,30,2,25.76,0
2017,8,30,3,25.63,0
2017,8,30,4,25.52,0
2017,8,30,5,25.44,0
2017,8,30,6,26.4,89.39
2017,8,30,7,27.38,260.82
2017,8,30,8,28.62,447.78
2017,8,30,9,29.27,604.16
2017,8,30,10,29.73,735.72
2017,8,30,11,29.98,697.16
2017,8,30,12,30.09,584.37
2017,8,30,13,30.06,211.29
2017,8,30,14,29.92,368.99
2017,8,30,15,29.63,173.81
2017,8,30,16,29.23,104.23
2017,8,30,17,28.5,38.55
2017,8,30,18,27.51,0
2017,8,30,19,27.16,0
2017,8,30,20,26.98,0
2017,8,30,21,26.83,0
2017,8,30,22,26.65,0
2017,8,30,23,26.48,0
2017,8,31,0,26.38,0
2017,8,31,1,26.34,0
2017,8,31,2,26.29,0
2017,8,31,3,26.22,0
2017,8,31,4,26.12,0
2017,8,31,5,26.03,0
2017,8,31,6,26.58,50.99
2017,8,31,7,27.33,181.24
2017,8,31,8,27.96,296.84
2017,8,31,9,28.53,290.63
2017,8,31,10,28.87,280.15
2017,8,31,11,29.08,301.6
2017,8,31,12,29.19,506.87
2017,8,31,13,29.27,548.36
2017,8,31,14,29.26,414.3
2017,8,31,15,29.19,235.36
2017,8,31,16,28.93,117.18
2017,8,31,17,28.25,51.5
2017,8,31,18,27.22,0
2017,8,31,19,26.89,0
2017,8,31,20,26.69,0
2017,8,31,21,26.57,0
2017,8,31,22,26.44,0
2017,8,31,23,26.33,0
2017,9,1,0,26.33,0
2017,9,1,1,26.31,0
2017,9,1,2,26.29,0
2017,9,1,3,26.22,0
2017,9,1,4,26.15,0
2017,9,1,5,26.12,6.28
2017,9,1,6,26.67,34.2
2017,9,1,7,27.45,156.41
2017,9,1,8,28.23,283.17
2017,9,1,9,28.8,397.71
2017,9,1,10,29.23,410.5
2017,9,1,11,29.53,463.91
2017,9,1,12,29.54,371.16
2017,9,1,13,29.41,258.1
2017,9,1,14,29.15,341.43
2017,9,1,15,28.82,164.98
2017,9,1,16,28.42,104.01
2017,9,1,17,27.93,31.7
2017,9,1,18,27.25,0
2017,9,1,19,27.01,0
2017,9,1,20,26.87,0
2017,9,1,21,26.73,0
2017,9,1,22,26.58,0
2017,9,1,23,26.41,0
2017,9,2,0,26.27,0
2017,9,2,1,26.13,0
2017,9,2,2,26.01,0
2017,9,2,3,25.9,0
2017,9,2,4,25.78,0
2017,9,2,5,25.63,0
2017,9,2,6,26.21,43.7
2017,9,2,7,26.96,171.42
2017,9,2,8,27.72,289.67
2017,9,2,9,28.44,358.28
2017,9,2,10,29.12,497.46
2017,9,2,11,29.73,575.28
2017,9,2,12,30.17,506.29
2017,9,2,13,30.43,417.86
2017,9,2,14,30.55,214.2
2017,9,2,15,30.1,174.88
2017,9,2,16,29.53,112.08
2017,9,2,17,28.66,25.34
2017,9,2,18,27.65,0
2017,9,2,19,27.16,0
2017,9,2,20,26.77,0
2017,9,2,21,26.44,0
2017,9,2,22,26.17,0
2017,9,2,23,25.99,0
2017,9,3,0,25.85,0
2017,9,3,1,25.77,0
2017,9,3,2,25.73,0
2017,9,3,3,25.69,0
2017,9,3,4,25.61,0
2017,9,3,5,25.55,0
2017,9,3,6,25.96,67.62
2017,9,3,7,26.75,231.14
2017,9,3,8,27.6,407.03
2017,9,3,9,28.4,511.23
2017,9,3,10,29.17,572.8
2017,9,3,11,29.82,724.64
2017,9,3,12,30.33,686.51
2017,9,3,13,30.65,541.51
2017,9,3,14,30.81,479.19
2017,9,3,15,30.76,328.7
2017,9,3,16,30.43,204.84
2017,9,3,17,29.63,78.82
2017,9,3,18,28.43,0
2017,9,3,19,27.98,0
2017,9,3,20,27.62,0
2017,9,3,21,27.26,0
2017,9,3,22,26.9,0
2017,9,3,23,26.59,0
2017,9,4,0,26.31,0
2017,9,4,1,26.08,0
2017,9,4,2,25.87,0
2017,9,4,3,25.73,0
2017,9,4,4,25.62,0
2017,9,4,5,25.51,0
2017,9,4,6,26.15,73.03
2017,9,4,7,27.08,254.7
2017,9,4,8,28.4,444.83
2017,9,4,9,29.37,574.61
2017,9,4,10,30.14,683.4
2017,9,4,11,30.75,622.77
2017,9,4,12,31.12,586.42
2017,9,4,13,31.26,491.85
2017,9,4,14,31.21,445.95
2017,9,4,15,30.94,237.8
2017,9,4,16,30.58,111.3
2017,9,4,17,29.8,43.48
2017,9,4,18,28.69,0
2017,9,4,19,28.12,0
2017,9,4,20,27.76,0
2017,9,4,21,27.46,0
2017,9,4,22,27.18,0
2017,9,4,23,26.94,0
2017,9,5,0,26.73,0
2017,9,5,1,26.55,0
2017,9,5,2,26.4,0
2017,9,5,3,26.32,0
2017,9,5,4,26.25,0
2017,9,5,5,26.2,0
2017,9,5,6,26.57,56.47
2017,9,5,7,27.26,199.99
2017,9,5,8,28.12,378.88
2017,9,5,9,29.05,529.33
2017,9,5,10,29.72,617.9
2017,9,5,11,30.14,662.72
2017,9,5,12,30.46,630.41
2017,9,5,13,30.61,593.63
2017,9,5,14,30.64,382.16
2017,9,5,15,30.54,263.52
2017,9,5,16,30.15,155.59
2017,9,5,17,29.24,53.45
2017,9,5,18,28.02,0
2017,9,5,19,27.55,0
2017,9,5,20,27.25,0
2017,9,5,21,26.98,0
2017,9,5,22,26.71,0
2017,9,5,23,26.44,0
2017,9,6,0,26.18,0
2017,9,6,1,25.94,0
2017,9,6,2,25.73,0
2017,9,6,3,25.63,0
2017,9,6,4,25.56,0
2017,9,6,5,25.5,0
2017,9,6,6,26.33,55.97
2017,9,6,7,27.48,218.3
2017,9,6,8,28.6,395.33
2017,9,6,9,29.4,561.23
2017,9,6,10,30.05,689.94
2017,9,6,11,30.5,752.13
2017,9,6,12,30.82,730.94
2017,9,6,13,30.98,683.34
2017,9,6,14,30.98,541.93
2017,9,6,15,30.83,369.07
2017,9,6,16,30.59,205.18
2017,9,6,17,29.85,65.67
2017,9,6,18,28.62,0
2017,9,6,19,28.19,0
2017,9,6,20,27.83,0
2017,9,6,21,27.51,0
2017,9,6,22,27.15,0
2017,9,6,23,26.87,0
2017,9,7,0,26.6,0
2017,9,7,1,26.33,0
2017,9,7,2,26.05,0
2017,9,7,3,25.8,0
2017,9,7,4,25.65,0
2017,9,7,5,25.58,0
2017,9,7,6,26.41,57.25
2017,9,7,7,27.45,216.7
2017,9,7,8,28.63,403.63
2017,9,7,9,29.46,562.2
2017,9,7,10,30.08,665.88
2017,9,7,11,30.48,666.95
2017,9,7,12,30.61,557.73
2017,9,7,13,30.63,533.86
2017,9,7,14,30.48,437.55
2017,9,7,15,30.13,367.92
2017,9,7,16,29.76,213.51
2017,9,7,17,28.81,65.84
2017,9,7,18,27.6,0
2017,9,7,19,27.15,0
2017,9,7,20,26.85,0
2017,9,7,21,26.58,0
2017,9,7,22,26.28,0
2017,9,7,23,26.05,0
2017,9,8,0,25.84,0
2017,9,8,1,25.69,0
2017,9,8,2,25.55,0
2017,9,8,3,25.44,0
2017,9,8,4,25.29,0
2017,9,8,5,25.15,0
2017,9,8,6,26.12,61.95
2017,9,8,7,27.39,235.09
2017,9,8,8,28.94,424.36
2017,9,8,9,29.96,562.53
2017,9,8,10,30.76,546.2
2017,9,8,11,31.41,547.72
2017,9,8,12,31.77,485.74
2017,9,8,13,31.84,370.09
2017,9,8,14,31.6,356.89
2017,9,8,15,31.06,279.65
2017,9,8,16,30.42,166.12
2017,9,8,17,29.24,49.35
2017,9,8,18,27.9,0
2017,9,8,19,27.44,0
2017,9,8,20,27.11,0
2017,9,8,21,26.87,0
2017,9,8,22,26.64,0
2017,9,8,23,26.5,0
2017,9,9,0,26.41,0
2017,9,9,1,26.29,0
2017,9,9,2,26.01,0
2017,9,9,3,25.68,0
2017,9,9,4,25.39,0
2017,9,9,5,25.17,0
2017,9,9,6,25.28,55.26
2017,9,9,7,25.73,220.02
2017,9,9,8,26.15,384.51
2017,9,9,9,26.7,513.04
2017,9,9,10,27.37,541.17
2017,9,9,11,27.83,566.8
2017,9,9,12,28.08,300.71
2017,9,9,13,28.18,435.95
2017,9,9,14,28.04,260.82
2017,9,9,15,27.8,229.02
2017,9,9,16,27.49,131.16
2017,9,9,17,26.9,37.45
2017,9,9,18,26.14,0
2017,9,9,19,26.01,0
2017,9,9,20,26.02,0
2017,9,9,21,26.08,0
2017,9,9,22,26.16,0
2017,9,9,23,26.22,0
2017,9,10,0,26.3,0
2017,9,10,1,26.37,0
2017,9,10,2,26.32,0
2017,9,10,3,26.25,0
2017,9,10,4,26.21,0
2017,9,10,5,26.2,0
2017,9,10,6,26.48,61.98
2017,9,10,7,27.01,227.88
2017,9,10,8,27.62,412.96
2017,9,10,9,28.27,561.23
2017,9,10,10,28.73,595.41
2017,9,10,11,29.08,678.55
2017,9,10,12,29.3,577.98
2017,9,10,13,29.48,388.41
2017,9,10,14,29.55,426.04
2017,9,10,15,29.33,324.18
2017,9,10,16,28.87,188.62
2017,9,10,17,28.1,51.42
2017,9,10,18,27.15,0
2017,9,10,19,26.81,0
2017,9,10,20,26.55,0
2017,9,10,21,26.3,0
2017,9,10,22,26.08,0
2017,9,10,23,25.88,0
2017,9,11,0,25.7,0
2017,9,11,1,25.56,0
2017,9,11,2,25.42,0
2017,9,11,3,25.3,0
2017,9,11,4,25.22,0
2017,9,11,5,25.15,0
2017,9,11,6,25.96,51.12
2017,9,11,7,27.08,198.02
2017,9,11,8,28.24,364.62
2017,9,11,9,28.97,520.71
2017,9,11,10,29.48,606.23
2017,9,11,11,29.83,578.54
2017,9,11,12,30.01,437.16
2017,9,11,13,29.99,368.24
2017,9,11,14,29.49,291.76
2017,9,11,15,29.05,54.08
2017,9,11,16,28.5,28.72
2017,9,11,17,27.8,27.01
2017,9,11,18,27.1,0
2017,9,11,19,26.83,0
2017,9,11,20,26.61,0
2017,9,11,21,26.4,0
2017,9,11,22,26.2,0
2017,9,11,23,26.03,0
2017,9,12,0,25.86,0
2017,9,12,1,25.7,0
2017,9,12,2,25.55,0
2017,9,12,3,25.43,0
2017,9,12,4,25.3,0
2017,9,12,5,25.18,0
2017,9,12,6,25.79,38.84
2017,9,12,7,26.76,148.62
2017,9,12,8,27.81,259.91
2017,9,12,9,28.71,527.09
2017,9,12,10,29.47,594.89
2017,9,12,11,30.05,678.23
2017,9,12,12,30.35,635.35
2017,9,12,13,30.56,435.83
2017,9,12,14,30.57,341.9
2017,9,12,15,30.33,248.02
2017,9,12,16,29.92,117.73
2017,9,12,17,28.9,24.33
2017,9,12,18,27.72,0
2017,9,12,19,27.26,0
2017,9,12,20,26.87,0
2017,9,12,21,26.52,0
2017,9,12,22,26.23,0
2017,9,12,23,25.98,0
2017,9,13,0,25.79,0
2017,9,13,1,25.62,0
2017,9,13,2,25.45,0
2017,9,13,3,25.33,0
2017,9,13,4,25.23,0
2017,9,13,5,25.15,0
2017,9,13,6,26,46.38
2017,9,13,7,27.25,192.08
2017,9,13,8,28.37,359.97
2017,9,13,9,29.19,510.34
2017,9,13,10,29.78,555.91
2017,9,13,11,30.07,626.23
2017,9,13,12,30.06,589.41
2017,9,13,13,29.97,522.13
2017,9,13,14,29.58,470.95
2017,9,13,15,29.03,355.17
2017,9,13,16,28.4,192.85
2017,9,13,17,27.62,51.15
2017,9,13,18,26.87,0
2017,9,13,19,26.58,0
2017,9,13,20,26.37,0
