Year,Month,Day,Hour,Temperature,Irradiance
2014,1,1,6,9.44,0
2014,1,1,7,11.87,99.09
2014,1,1,8,14.55,290.91
2014,1,1,9,17.81,492.71
2014,1,1,10,21.96,647.74
2014,1,1,11,23.67,681.32
2014,1,1,12,24.53,689.62
2014,1,1,13,24.94,633.41
2014,1,1,14,24.9,500.16
2014,1,1,15,24.09,317.09
2014,1,1,16,21.65,126.31
2014,1,1,17,17.91,9.15
2014,1,1,18,16.63,0
2014,1,1,19,15.82,0
2014,1,1,20,15.15,0
2014,1,1,21,14.62,0
2014,1,1,22,14.14,0
2014,1,1,23,13.69,0
2014,1,2,0,13.27,0
2014,1,2,1,12.91,0
2014,1,2,2,12.58,0
2014,1,2,3,12.27,0
2014,1,2,4,11.97,0
2014,1,2,5,11.67,0
2014,1,2,6,11.4,0
2014,1,2,7,13.66,85.8
2014,1,2,8,16.1,264.34
2014,1,2,9,19.46,447.77
2014,1,2,10,23.72,598.55
2014,1,2,11,25.25,599.76
2014,1,2,12,25.9,616.79
2014,1,2,13,26.21,584.85
2014,1,2,14,26.04,456.84
2014,1,2,15,25.22,275.56
2014,1,2,16,23.07,107.19
2014,1,2,17,19.83,8.73
2014,1,2,18,18.78,0
2014,1,2,19,18.04,0
2014,1,2,20,17.37,0
2014,1,2,21,16.72,0
2014,1,2,22,16.22,0
2014,1,2,23,15.51,0
2014,1,3,0,14.82,0
2014,1,3,1,14.17,0
2014,1,3,2,13.51,0
2014,1,3,3,12.86,0
2014,1,3,4,12.23,0
2014,1,3,5,11.62,0
2014,1,3,6,11.02,0
2014,1,3,7,12.63,68.7
2014,1,3,8,14.68,215.09
2014,1,3,9,17.87,376.64
2014,1,3,10,21.19,551.54
2014,1,3,11,22.22,546.2
2014,1,3,12,22.66,560.62
2014,1,3,13,22.83,526.16
2014,1,3,14,22.57,392.49
2014,1,3,15,21.82,238.17
2014,1,3,16,19.69,96.49
2014,1,3,17,16.17,8.34
2014,1,3,18,14.95,0
2014,1,3,19,14.14,0
2014,1,3,20,13.42,0
2014,1,3,21,12.76,0
2014,1,3,22,12.14,0
2014,1,3,23,11.57,0
2014,1,4,0,11.04,0
2014,1,4,1,10.51,0
2014,1,4,2,9.94,0
2014,1,4,3,9.37,0
2014,1,4,4,8.84,0
2014,1,4,5,8.3,0
2014,1,4,6,7.77,0
2014,1,4,7,9.74,66.7
2014,1,4,8,12.22,217.39
2014,1,4,9,15.37,377.05
2014,1,4,10,19.71,527.05
2014,1,4,11,21.51,604.21
2014,1,4,12,22.31,595.25
2014,1,4,13,22.67,556.98
2014,1,4,14,22.45,435.85
2014,1,4,15,21.42,268.65
2014,1,4,16,18.54,111.37
2014,1,4,17,15.02,9.38
2014,1,4,18,13.63,0
2014,1,4,19,12.72,0
2014,1,4,20,12,0
2014,1,4,21,11.38,0
2014,1,4,22,10.83,0
2014,1,4,23,10.47,0
2014,1,5,0,9.89,0
2014,1,5,1,9.22,0
2014,1,5,2,8.74,0
2014,1,5,3,8.33,0
2014,1,5,4,8.16,0
2014,1,5,5,7.91,0
2014,1,5,6,7.58,0
2014,1,5,7,9.41,67.48
2014,1,5,8,12.28,214.91
2014,1,5,9,15.2,374.7
2014,1,5,10,19.8,542.06
2014,1,5,11,22.15,545.38
2014,1,5,12,23.09,567.67
2014,1,5,13,23.62,524.64
2014,1,5,14,23.64,403.8
2014,1,5,15,22.85,246.34
2014,1,5,16,20.28,96.4
2014,1,5,17,17.3,8.95
2014,1,5,18,16.76,0
2014,1,5,19,16.62,0
2014,1,5,20,16.4,0
2014,1,5,21,15.85,0
2014,1,5,22,15.19,0
2014,1,5,23,14.6,0
2014,1,6,0,14.19,0
2014,1,6,1,13.88,0
2014,1,6,2,13.45,0
2014,1,6,3,13.05,0
2014,1,6,4,12.73,0
2014,1,6,5,12.48,0
2014,1,6,6,12.27,0
2014,1,6,7,13.36,48.97
2014,1,6,8,15.43,175.42
2014,1,6,9,18.48,292.47
2014,1,6,10,22.15,370.16
2014,1,6,11,23.51,414.93
2014,1,6,12,23.29,411.14
2014,1,6,13,22.47,368.76
2014,1,6,14,21.98,296.26
2014,1,6,15,21.74,180.85
2014,1,6,16,20.45,90.93
2014,1,6,17,17.78,8.66
2014,1,6,18,16.76,0
2014,1,6,19,16.12,0
2014,1,6,20,15.55,0
2014,1,6,21,15.1,0
2014,1,6,22,14.76,0
2014,1,6,23,14.46,0
2014,1,7,0,14.16,0
2014,1,7,1,13.68,0
2014,1,7,2,13.26,0
2014,1,7,3,12.98,0
2014,1,7,4,12.51,0
2014,1,7,5,12.2,0
2014,1,7,6,12.07,0
2014,1,7,7,14.07,50.62
2014,1,7,8,16.28,160.09
2014,1,7,9,19.65,285.52
2014,1,7,10,22.66,416.31
2014,1,7,11,23.8,494.7
2014,1,7,12,24.34,506.8
2014,1,7,13,24.48,403.04
2014,1,7,14,24.22,331.91
2014,1,7,15,23.4,213.14
2014,1,7,16,21.33,83.54
2014,1,7,17,17.58,8.76
2014,1,7,18,16.29,0
2014,1,7,19,15.42,0
2014,1,7,20,14.58,0
2014,1,7,21,13.79,0
2014,1,7,22,13.01,0
2014,1,7,23,12.28,0
2014,1,8,0,11.59,0
2014,1,8,1,10.94,0
2014,1,8,2,10.3,0
2014,1,8,3,9.69,0
2014,1,8,4,9.12,0
2014,1,8,5,8.62,0
2014,1,8,6,8.2,0
2014,1,8,7,10.58,60.75
2014,1,8,8,13.26,209.14
2014,1,8,9,17.33,383.4
2014,1,8,10,20.94,528.13
2014,1,8,11,22.2,695.26
2014,1,8,12,23.02,701.2
2014,1,8,13,23.44,650.13
2014,1,8,14,23.31,504.7
2014,1,8,15,22.35,324.62
2014,1,8,16,19.55,139.72
2014,1,8,17,15.39,12.38
2014,1,8,18,13.94,0
2014,1,8,19,13.01,0
2014,1,8,20,12.19,0
2014,1,8,21,11.44,0
2014,1,8,22,10.78,0
2014,1,8,23,10.18,0
2014,1,9,0,9.66,0
2014,1,9,1,9.21,0
2014,1,9,2,8.83,0
2014,1,9,3,8.47,0
2014,1,9,4,8.21,0
2014,1,9,5,8.05,0
2014,1,9,6,7.69,0
2014,1,9,7,9.62,76.2
2014,1,9,8,12.32,231.59
2014,1,9,9,15.57,378.91
2014,1,9,10,19.51,511.52
2014,1,9,11,21.24,636.11
2014,1,9,12,22.24,660.38
2014,1,9,13,22.83,585.34
2014,1,9,14,22.74,464.6
2014,1,9,15,21.87,295.97
2014,1,9,16,19.12,122.33
2014,1,9,17,15.26,11.95
2014,1,9,18,14.01,0
2014,1,9,19,13.26,0
2014,1,9,20,12.58,0
2014,1,9,21,11.89,0
2014,1,9,22,11.18,0
2014,1,9,23,10.55,0
2014,1,10,0,10.01,0
2014,1,10,1,9.55,0
2014,1,10,2,9.14,0
2014,1,10,3,8.75,0
2014,1,10,4,8.4,0
2014,1,10,5,8.13,0
2014,1,10,6,8.05,0
2014,1,10,7,10.33,56.84
2014,1,10,8,13.12,169.52
2014,1,10,9,16.38,278.17
2014,1,10,10,20.95,422.41
2014,1,10,11,22.83,654.23
2014,1,10,12,23.83,692.33
2014,1,10,13,24.39,635.91
2014,1,10,14,24.34,493.46
2014,1,10,15,23.64,317.93
2014,1,10,16,21.16,138.22
2014,1,10,17,17.28,13.34
2014,1,10,18,16.06,0
2014,1,10,19,15.4,0
2014,1,10,20,14.82,0
2014,1,10,21,14.29,0
2014,1,10,22,13.74,0
2014,1,10,23,13.21,0
2014,1,11,0,12.72,0
2014,1,11,1,12.25,0
2014,1,11,2,11.74,0
2014,1,11,3,11.26,0
2014,1,11,4,10.85,0
2014,1,11,5,10.51,0
2014,1,11,6,10.52,0
2014,1,11,7,12.44,71.85
2014,1,11,8,14.92,239.53
2014,1,11,9,18.44,423.42
2014,1,11,10,23.22,561.72
2014,1,11,11,24.85,717.65
2014,1,11,12,25.69,725.25
2014,1,11,13,26.13,667.05
2014,1,11,14,26.09,536.73
2014,1,11,15,25.3,356.35
2014,1,11,16,22.74,158.2
2014,1,11,17,19.17,15.06
2014,1,11,18,17.54,0
2014,1,11,19,16.4,0
2014,1,11,20,15.58,0
2014,1,11,21,14.81,0
2014,1,11,22,14.11,0
2014,1,11,23,13.54,0
2014,1,12,0,13.12,0
2014,1,12,1,12.74,0
2014,1,12,2,12.37,0
2014,1,12,3,11.87,0
2014,1,12,4,11.5,0
2014,1,12,5,11.8,0
2014,1,12,6,12.22,0
2014,1,12,7,13.82,45.31
2014,1,12,8,15.33,119.27
2014,1,12,9,16.87,204.28
2014,1,12,10,18.3,274.41
2014,1,12,11,19.5,289.33
2014,1,12,12,20.52,359.23
2014,1,12,13,21.37,355.89
2014,1,12,14,21.82,289.53
2014,1,12,15,21.92,219.33
2014,1,12,16,21.22,107.47
2014,1,12,17,20.01,12.22
2014,1,12,18,19.58,0
2014,1,12,19,18.89,0
2014,1,12,20,18.47,0
2014,1,12,21,17.56,0
2014,1,12,22,16.5,0
2014,1,12,23,15.58,0
2014,1,13,0,14.99,0
2014,1,13,1,14.63,0
2014,1,13,2,14.15,0
2014,1,13,3,13.51,0
2014,1,13,4,12.9,0
2014,1,13,5,12.62,0
2014,1,13,6,12.23,0
2014,1,13,7,13.89,58.51
2014,1,13,8,16.07,193.69
2014,1,13,9,19.96,346.06
2014,1,13,10,22.98,460.52
2014,1,13,11,24.43,612.03
2014,1,13,12,25.01,629.41
2014,1,13,13,25.2,588.31
2014,1,13,14,25.07,462.57
2014,1,13,15,24.3,297.43
2014,1,13,16,22.19,124.22
2014,1,13,17,18.58,13.88
2014,1,13,18,17.3,0
2014,1,13,19,16.5,0
2014,1,13,20,15.77,0
2014,1,13,21,15.15,0
2014,1,13,22,14.54,0
2014,1,13,23,13.96,0
2014,1,14,0,13.43,0
2014,1,14,1,12.98,0
2014,1,14,2,12.54,0
2014,1,14,3,12.02,0
2014,1,14,4,11.41,0
2014,1,14,5,10.87,0
2014,1,14,6,10.48,0
2014,1,14,7,12.51,61.32
2014,1,14,8,14.81,182.23
2014,1,14,9,18.6,312.77
2014,1,14,10,22.51,482.76
2014,1,14,11,23.98,506.25
2014,1,14,12,24.74,558.82
2014,1,14,13,25.15,518.66
2014,1,14,14,25.07,426.77
2014,1,14,15,24.22,258.78
2014,1,14,16,21.85,121.27
2014,1,14,17,18.23,14.25
2014,1,14,18,16.84,0
2014,1,14,19,15.94,0
2014,1,14,20,15.1,0
2014,1,14,21,14.39,0
2014,1,14,22,13.81,0
2014,1,14,23,13.26,0
2014,1,15,0,12.74,0
2014,1,15,1,12.28,0
2014,1,15,2,11.83,0
2014,1,15,3,11.38,0
2014,1,15,4,10.96,0
2014,1,15,5,10.62,0
2014,1,15,6,10.39,0
2014,1,15,7,12.58,22.63
2014,1,15,8,15.02,77.73
2014,1,15,9,19.1,142.65
2014,1,15,10,22.46,189.3
2014,1,15,11,23.9,265.88
2014,1,15,12,24.66,272.65
2014,1,15,13,24.95,310.15
2014,1,15,14,24.77,238.56
2014,1,15,15,24.06,160
2014,1,15,16,22.04,75.2
2014,1,15,17,18.56,11.59
2014,1,15,18,17.02,0
2014,1,15,19,15.98,0
2014,1,15,20,15.07,0
2014,1,15,21,14.3,0
2014,1,15,22,13.65,0
2014,1,15,23,13.05,0
2014,1,16,0,12.48,0
2014,1,16,1,11.95,0
2014,1,16,2,11.45,0
2014,1,16,3,10.96,0
2014,1,16,4,10.51,0
2014,1,16,5,10.18,0
2014,1,16,6,10.03,0
2014,1,16,7,12.07,24.83
2014,1,16,8,14.29,88.62
2014,1,16,9,18.23,192.51
2014,1,16,10,21.57,223.89
2014,1,16,11,22.89,248.79
2014,1,16,12,23.63,341.7
2014,1,16,13,24.05,300.21
2014,1,16,14,24.01,293.26
2014,1,16,15,23.47,166.84
2014,1,16,16,21.73,85.46
2014,1,16,17,18.46,12.46
2014,1,16,18,17.19,0
2014,1,16,19,16.26,0
2014,1,16,20,15.41,0
2014,1,16,21,14.69,0
2014,1,16,22,14.01,0
2014,1,16,23,13.38,0
2014,1,17,0,12.78,0
2014,1,17,1,12.23,0
2014,1,17,2,11.7,0
2014,1,17,3,11.2,0
2014,1,17,4,10.78,0
2014,1,17,5,10.4,0
2014,1,17,6,10.12,0
2014,1,17,7,12.58,32.03
2014,1,17,8,15.12,116.52
2014,1,17,9,19.05,220.84
2014,1,17,10,22.5,397.35
2014,1,17,11,24.15,516.95
2014,1,17,12,25.14,559.06
2014,1,17,13,25.62,516.9
2014,1,17,14,25.61,414.1
2014,1,17,15,24.9,267.62
2014,1,17,16,22.69,115.31
2014,1,17,17,19.25,15.46
2014,1,17,18,18.25,0
2014,1,17,19,17.63,0
2014,1,17,20,16.87,0
2014,1,17,21,15.93,0
2014,1,17,22,14.94,0
2014,1,17,23,14.1,0
2014,1,18,0,13.41,0
2014,1,18,1,12.83,0
2014,1,18,2,12.29,0
2014,1,18,3,11.83,0
2014,1,18,4,11.48,0
2014,1,18,5,11.23,0
2014,1,18,6,11.12,0
2014,1,18,7,13.65,58.85
2014,1,18,8,16.44,213.02
2014,1,18,9,20.32,361.76
2014,1,18,10,24.91,511.61
2014,1,18,11,26.53,634.23
2014,1,18,12,27.43,678
2014,1,18,13,27.92,630.37
2014,1,18,14,27.93,508.39
2014,1,18,15,27.34,341.41
2014,1,18,16,25.65,155.11
2014,1,18,17,23.2,18.46
2014,1,18,18,21.37,0
2014,1,18,19,19.69,0
2014,1,18,20,18.25,0
2014,1,18,21,17.25,0
2014,1,18,22,16.48,0
2014,1,18,23,15.67,0
2014,1,19,0,14.86,0
2014,1,19,1,14.18,0
2014,1,19,2,13.64,0
2014,1,19,3,13.23,0
2014,1,19,4,12.93,0
2014,1,19,5,12.65,0
2014,1,19,6,12.49,0
2014,1,19,7,15.05,72.57
2014,1,19,8,17.65,254.76
2014,1,19,9,21.47,419.23
2014,1,19,10,25.46,591.89
2014,1,19,11,26.93,622.57
2014,1,19,12,27.15,647.39
2014,1,19,13,26.66,592.24
2014,1,19,14,25.87,489.62
2014,1,19,15,24.94,319.2
2014,1,19,16,23.5,144.48
2014,1,19,17,20.69,18.37
2014,1,19,18,19.27,0
2014,1,19,19,18.48,0
2014,1,19,20,17.99,0
2014,1,19,21,17.54,0
2014,1,19,22,17.15,0
2014,1,19,23,16.77,0
2014,1,20,0,16.36,0
2014,1,20,1,15.89,0
2014,1,20,2,15.31,0
2014,1,20,3,14.57,0
2014,1,20,4,13.76,0
2014,1,20,5,13.09,0
2014,1,20,6,12.58,0
2014,1,20,7,14.61,67.5
2014,1,20,8,17.17,237.32
2014,1,20,9,21.39,406.36
2014,1,20,10,24.12,537.2
2014,1,20,11,25.68,602.8
2014,1,20,12,25.64,607.33
2014,1,20,13,25.56,619.44
2014,1,20,14,25.12,497.63
2014,1,20,15,24.06,336.31
2014,1,20,16,21.36,149.95
2014,1,20,17,18.38,20.34
2014,1,20,18,17.12,0
2014,1,20,19,16.23,0
2014,1,20,20,15.38,0
2014,1,20,21,14.61,0
2014,1,20,22,13.88,0
2014,1,20,23,13.22,0
2014,1,21,0,12.59,0
2014,1,21,1,11.98,0
2014,1,21,2,11.43,0
2014,1,21,3,10.87,0
2014,1,21,4,10.38,0
2014,1,21,5,9.96,0
2014,1,21,6,9.65,0
2014,1,21,7,12.06,52.97
2014,1,21,8,14.12,168.97
2014,1,21,9,17.27,278.38
2014,1,21,10,20.94,403.19
2014,1,21,11,22.55,488.77
2014,1,21,12,23.56,474.93
2014,1,21,13,24.1,476.68
2014,1,21,14,24.28,449.95
2014,1,21,15,23.9,287.7
2014,1,21,16,22.15,149.66
2014,1,21,17,20.06,21.62
2014,1,21,18,18.83,0
2014,1,21,19,17.84,0
2014,1,21,20,17.03,0
2014,1,21,21,16.3,0
2014,1,21,22,15.57,0
2014,1,21,23,14.81,0
2014,1,22,0,14.19,0
2014,1,22,1,13.65,0
2014,1,22,2,13.04,0
2014,1,22,3,12.41,0
2014,1,22,4,11.95,0
2014,1,22,5,11.76,0
2014,1,22,6,11.88,0
2014,1,22,7,13.95,53.89
2014,1,22,8,16.58,177.81
2014,1,22,9,20.98,314
2014,1,22,10,25.29,514.66
2014,1,22,11,26.79,581.59
2014,1,22,12,27.51,729.43
2014,1,22,13,27.83,677.42
2014,1,22,14,27.71,558.31
2014,1,22,15,27.08,379.22
2014,1,22,16,25.47,175.05
2014,1,22,17,22.47,23.3
2014,1,22,18,20.71,0
2014,1,22,19,19.46,0
2014,1,22,20,18.16,0
2014,1,22,21,17.08,0
2014,1,22,22,16.24,0
2014,1,22,23,15.51,0
2014,1,23,0,14.94,0
2014,1,23,1,14.46,0
2014,1,23,2,14.07,0
2014,1,23,3,13.68,0
2014,1,23,4,13.23,0
2014,1,23,5,12.89,0
2014,1,23,6,12.87,0
2014,1,23,7,15.26,92.42
2014,1,23,8,17.81,278.13
2014,1,23,9,22.34,491.13
2014,1,23,10,26.07,644.2
2014,1,23,11,27.34,723.79
2014,1,23,12,28.12,737.54
2014,1,23,13,28.46,683.9
2014,1,23,14,28.37,553.36
2014,1,23,15,27.69,382.53
2014,1,23,16,25.69,179.41
2014,1,23,17,21.62,23.77
2014,1,23,18,19.71,0
2014,1,23,19,18.51,0
2014,1,23,20,17.62,0
2014,1,23,21,16.94,0
2014,1,23,22,16.34,0
2014,1,23,23,15.79,0
2014,1,24,0,15.22,0
2014,1,24,1,14.62,0
2014,1,24,2,13.99,0
2014,1,24,3,13.3,0
2014,1,24,4,12.62,0
2014,1,24,5,12.04,0
2014,1,24,6,11.65,0
2014,1,24,7,14.04,82.88
2014,1,24,8,16.54,265.75
2014,1,24,9,20.92,445.66
2014,1,24,10,24.73,625.45
2014,1,24,11,26.14,700.26
2014,1,24,12,26.87,713.45
2014,1,24,13,27.23,653.59
2014,1,24,14,27.18,524.8
2014,1,24,15,26.5,351.75
2014,1,24,16,24.46,161.23
2014,1,24,17,20.61,22.35
2014,1,24,18,19.15,0
2014,1,24,19,18.26,0
2014,1,24,20,17.51,0
2014,1,24,21,16.83,0
2014,1,24,22,16.21,0
2014,1,24,23,15.66,0
2014,1,25,0,15.12,0
2014,1,25,1,14.58,0
2014,1,25,2,14.1,0
2014,1,25,3,13.68,0
2014,1,25,4,13.3,0
2014,1,25,5,12.98,0
2014,1,25,6,12.76,0
2014,1,25,7,15.38,81.66
2014,1,25,8,18.22,253.81
2014,1,25,9,22.55,458.43
2014,1,25,10,25.67,617.45
2014,1,25,11,27.21,655.41
2014,1,25,12,28.19,717.96
2014,1,25,13,28.71,663.3
2014,1,25,14,28.68,529.16
2014,1,25,15,27.99,366.45
2014,1,25,16,26.08,171.23
2014,1,25,17,21.9,24.45
2014,1,25,18,20.3,0
2014,1,25,19,19.44,0
2014,1,25,20,18.72,0
2014,1,25,21,18.06,0
2014,1,25,22,17.33,0
2014,1,25,23,16.49,0
2014,1,26,0,15.64,0
2014,1,26,1,14.94,0
2014,1,26,2,14.43,0
2014,1,26,3,14.09,0
2014,1,26,4,13.83,0
2014,1,26,5,13.29,0
2014,1,26,6,12.66,0
2014,1,26,7,14.85,97.27
2014,1,26,8,17.61,294.76
2014,1,26,9,21.83,507.27
2014,1,26,10,24.15,668.09
2014,1,26,11,25.57,750.09
2014,1,26,12,26.56,767.66
2014,1,26,13,27.05,718.36
2014,1,26,14,26.88,562.36
2014,1,26,15,26.01,401.58
2014,1,26,16,23.9,193.37
2014,1,26,17,19.13,25.91
2014,1,26,18,17.36,0
2014,1,26,19,16.42,0
2014,1,26,20,15.54,0
2014,1,26,21,14.75,0
2014,1,26,22,14.01,0
2014,1,26,23,13.3,0
2014,1,27,0,12.66,0
2014,1,27,1,12.02,0
2014,1,27,2,11.32,0
2014,1,27,3,10.6,0
2014,1,27,4,9.97,0
2014,1,27,5,9.44,0
2014,1,27,6,9.14,0
2014,1,27,7,11.55,93.38
2014,1,27,8,14.42,285.09
2014,1,27,9,19.16,495.7
2014,1,27,10,22.51,646.35
2014,1,27,11,24.22,737.57
2014,1,27,12,25.23,745.56
2014,1,27,13,25.77,657.24
2014,1,27,14,25.75,519.02
2014,1,27,15,24.98,386.93
2014,1,27,16,22.62,190.52
2014,1,27,17,18.07,28.76
2014,1,27,18,16.3,0
2014,1,27,19,15.28,0
2014,1,27,20,14.41,0
2014,1,27,21,13.69,0
2014,1,27,22,13.04,0
2014,1,27,23,12.4,0
2014,1,28,0,11.78,0
2014,1,28,1,11.19,0
2014,1,28,2,10.64,0
2014,1,28,3,10.08,0
2014,1,28,4,9.54,0
2014,1,28,5,8.99,0
2014,1,28,6,8.55,0
2014,1,28,7,10.71,43.91
2014,1,28,8,13.08,147.45
2014,1,28,9,16.89,259.3
2014,1,28,10,21.18,357.81
2014,1,28,11,23.11,470.8
2014,1,28,12,24.42,584.9
2014,1,28,13,25.25,549.53
2014,1,28,14,25.47,492.73
2014,1,28,15,24.74,339.04
2014,1,28,16,22.3,157.05
2014,1,28,17,18.48,24.05
2014,1,28,18,16.94,0
2014,1,28,19,15.8,0
2014,1,28,20,14.76,0
2014,1,28,21,13.9,0
2014,1,28,22,13.3,0
2014,1,28,23,12.91,0
2014,1,29,0,12.58,0
2014,1,29,1,12.08,0
2014,1,29,2,11.46,0
2014,1,29,3,10.8,0
2014,1,29,4,10.22,0
2014,1,29,5,9.8,0
2014,1,29,6,9.44,0
2014,1,29,7,12.37,78.14
2014,1,29,8,15.31,218.08
2014,1,29,9,19.52,383.52
2014,1,29,10,23.52,524.2
2014,1,29,11,25.3,670.17
2014,1,29,12,26.3,698.15
2014,1,29,13,26.84,687.02
2014,1,29,14,26.8,555.39
2014,1,29,15,26.06,396.71
2014,1,29,16,23.71,193.24
2014,1,29,17,19.81,30.11
2014,1,29,18,17.83,0
2014,1,29,19,16.61,0
2014,1,29,20,15.7,0
2014,1,29,21,15.01,0
2014,1,29,22,14.45,0
2014,1,29,23,13.87,0
2014,1,30,0,13.25,0
2014,1,30,1,12.52,0
2014,1,30,2,11.87,0
2014,1,30,3,11.43,0
2014,1,30,4,11.12,0
2014,1,30,5,10.77,0
2014,1,30,6,10.44,0
2014,1,30,7,13.37,89.19
2014,1,30,8,15.99,254
2014,1,30,9,19.3,420.82
2014,1,30,10,23.72,581.14
2014,1,30,11,25.93,674.28
2014,1,30,12,27.15,753.32
2014,1,30,13,27.83,683.99
2014,1,30,14,27.9,569.96
2014,1,30,15,27.24,406.63
2014,1,30,16,25.05,195.65
2014,1,30,17,20.65,30.48
2014,1,30,18,18.67,0
2014,1,30,19,17.38,0
2014,1,30,20,16.36,0
2014,1,30,21,15.64,0
2014,1,30,22,15.23,0
2014,1,30,23,14.62,0
2014,1,31,0,13.87,0
2014,1,31,1,13.08,0
2014,1,31,2,12.32,0
2014,1,31,3,11.7,0
2014,1,31,4,11.09,0
2014,1,31,5,10.52,0
2014,1,31,6,10.08,0
2014,1,31,7,12.23,77
2014,1,31,8,14.93,219.27
2014,1,31,9,19.7,363.72
2014,1,31,10,24.25,529.03
2014,1,31,11,26.25,691.95
2014,1,31,12,27.33,749.76
2014,1,31,13,27.84,699.23
2014,1,31,14,27.79,580.76
2014,1,31,15,26.97,401.79
2014,1,31,16,24.63,191.05
2014,1,31,17,20.01,29.72
2014,1,31,18,18.15,0
2014,1,31,19,17.05,0
2014,1,31,20,16.07,0
2014,1,31,21,15.22,0
2014,1,31,22,14.52,0
2014,1,31,23,13.8,0
2014,2,1,0,13.12,0
2014,2,1,1,12.58,0
2014,2,1,2,12.04,0
2014,2,1,3,11.45,0
2014,2,1,4,10.81,0
2014,2,1,5,10.19,0
2014,2,1,6,9.79,0
2014,2,1,7,11.82,72.47
2014,2,1,8,14.37,205.62
2014,2,1,9,19.18,369.88
2014,2,1,10,24.06,534.02
2014,2,1,11,26.21,668.41
2014,2,1,12,27.51,719.07
2014,2,1,13,28.12,665.2
2014,2,1,14,28.06,536.86
2014,2,1,15,27.3,370.79
2014,2,1,16,25.13,178.54
2014,2,1,17,20.09,29.24
2014,2,1,18,18.08,0
2014,2,1,19,17.01,0
2014,2,1,20,15.99,0
2014,2,1,21,15.1,0
2014,2,1,22,14.32,0
2014,2,1,23,13.53,0
2014,2,2,0,12.75,0
2014,2,2,1,11.98,0
2014,2,2,2,11.26,0
2014,2,2,3,10.57,0
2014,2,2,4,9.87,0
2014,2,2,5,9.27,0
2014,2,2,6,8.95,0
2014,2,2,7,11.26,110.3
2014,2,2,8,14.33,300.19
2014,2,2,9,19.33,523.09
2014,2,2,10,23.76,687.98
2014,2,2,11,26.16,794.59
2014,2,2,12,27.56,808.42
2014,2,2,13,28.27,761.67
2014,2,2,14,28.3,607.11
2014,2,2,15,27.48,445.79
2014,2,2,16,25.09,221.99
2014,2,2,17,19.71,33.7
2014,2,2,18,17.55,0
2014,2,2,19,16.4,0
2014,2,2,20,15.38,0
2014,2,2,21,14.44,0
2014,2,2,22,13.6,0
2014,2,2,23,12.82,0
2014,2,3,0,12.08,0
2014,2,3,1,11.37,0
2014,2,3,2,10.73,0
2014,2,3,3,10.15,0
2014,2,3,4,9.63,0
2014,2,3,5,9.13,0
2014,2,3,6,8.86,0
2014,2,3,7,11.65,116.2
2014,2,3,8,14.75,319.49
2014,2,3,9,19.91,536.64
2014,2,3,10,24.21,696.85
2014,2,3,11,26.2,808.2
2014,2,3,12,27.51,820.72
2014,2,3,13,28.3,764.29
2014,2,3,14,28.33,616.36
2014,2,3,15,27.48,449.95
2014,2,3,16,25.06,224.8
2014,2,3,17,20.27,38.39
2014,2,3,18,18.37,0
2014,2,3,19,17.47,0
2014,2,3,20,16.75,0
2014,2,3,21,16.15,0
2014,2,3,22,15.66,0
2014,2,3,23,15.15,0
2014,2,4,0,14.34,0
2014,2,4,1,13.33,0
2014,2,4,2,12.32,0
2014,2,4,3,11.76,0
2014,2,4,4,11.67,0
2014,2,4,5,11.5,0
2014,2,4,6,11.23,0
2014,2,4,7,13.28,103.72
2014,2,4,8,15.88,293.44
2014,2,4,9,20.24,508.96
2014,2,4,10,24.48,675.16
2014,2,4,11,26.19,737.86
2014,2,4,12,27.41,737.57
2014,2,4,13,28.13,706.16
2014,2,4,14,28.28,561.11
2014,2,4,15,27.75,399.31
2014,2,4,16,25.79,195.14
2014,2,4,17,21.55,32.02
2014,2,4,18,19.58,0
2014,2,4,19,18.53,0
2014,2,4,20,17.76,0
2014,2,4,21,17.13,0
2014,2,4,22,16.65,0
2014,2,4,23,16.26,0
2014,2,5,0,15.85,0
2014,2,5,1,15.36,0
2014,2,5,2,14.76,0
2014,2,5,3,14.15,0
2014,2,5,4,13.57,0
2014,2,5,5,13.06,0
2014,2,5,6,12.81,0
2014,2,5,7,14.71,90.92
2014,2,5,8,17.35,252.8
2014,2,5,9,22.47,409.62
2014,2,5,10,26.16,582.31
2014,2,5,11,27.85,635.21
2014,2,5,12,28.69,650.7
2014,2,5,13,29.21,641.38
2014,2,5,14,29.19,516.44
2014,2,5,15,28.5,363.35
2014,2,5,16,26.37,177.43
2014,2,5,17,22.15,30.84
2014,2,5,18,20.51,0
2014,2,5,19,19.69,0
2014,2,5,20,18.98,0
2014,2,5,21,18.47,0
2014,2,5,22,17.95,0
2014,2,5,23,17.33,0
2014,2,6,0,16.61,0
2014,2,6,1,15.86,0
2014,2,6,2,15.22,0
2014,2,6,3,14.61,0
2014,2,6,4,14.05,0
2014,2,6,5,13.62,0
2014,2,6,6,13.51,0
2014,2,6,7,16.14,97.21
2014,2,6,8,18.86,267.6
2014,2,6,9,23.63,455.78
2014,2,6,10,27.55,609.5
2014,2,6,11,29.08,703.94
2014,2,6,12,30.08,729.12
2014,2,6,13,30.44,677.62
2014,2,6,14,30.25,536.01
2014,2,6,15,29.45,389.96
2014,2,6,16,27.58,195.41
2014,2,6,17,23.01,34.4
2014,2,6,18,20.96,0
2014,2,6,19,20.01,0
