AÑO,CÓDIGO_MUNICIPIO,MUNICIPIO,CÓDIGO_DEPARTAMENTO,DEPARTAMENTO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2020,73067,Ataco,73,Tolima,3815.0,Tolima (ETC),4707,93.07,93.07,73.74,99.15,65.5,34.48,101.17,104.8,124.13,90.29,61.43,,,5.5,4.19,3.88,9.14,5.15,86.61,0.49,89.81,76.99,88.92,7.89,0.49,6.31,13.87,5.93,2.21,0.49,2.72,2.36,0.26
2020,70418,Los Palmitos,70,Sucre,3813.0,Sucre (ETC),4928,94.6,94.58,50.7,93.12,77.38,41.61,105.13,111.97,113.18,106.86,77.27,,,1.13,4.83,1.01,0.35,1.17,94.83,5.31,94.26,95.9,97.16,4.05,5.31,4.73,3.75,1.67,6.51,0.0,6.32,9.95,1.84
2019,76869,Vijes,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),2426,70.03,70.03,59.79,64.16,61.6,39.51,79.43,75.26,74.97,90.04,70.98,,,3.91,4.79,2.58,5.76,2.24,90.54,0.0,93.21,86.67,90.13,5.55,0.0,4.21,7.58,7.62,1.53,1.37,1.9,1.67,0.0
2013,13074,Barranco de Loba,13,Bolívar,3767.0,Bolívar (ETC),4934,94.87,94.9,51.1,97.1,62.7,20.6,110.3,106.6,134.4,106.8,56.4,44.36,33.33,2.0,2.34,1.98,1.43,4.2,97.28,0.0,97.34,97.66,94.68,0.72,0.0,0.68,0.91,1.12,0.85,0.0,1.44,0.26,0.0
2023,27372,Juradó,27,Chocó,3789.0,Chocó (ETC),2091,54.62,54.62,26.29,56.98,34.78,14.33,70.11,72.0,76.65,69.41,52.74,,,0.59,1.59,0.44,0.48,0.81,83.44,0.0,80.7,82.38,86.99,15.96,0.0,18.86,17.14,12.2,15.89,0.0,23.25,12.14,4.07
2015,19743,Silvia,19,Cauca,3777.0,Cauca (ETC),7878,79.82,79.82,43.06,81.36,62.7,31.84,92.0,82.84,100.95,97.35,66.41,15.57,44.0,1.35,1.13,0.66,1.86,2.55,88.55,1.13,89.28,85.51,88.68,10.11,1.13,10.06,12.63,8.77,0.95,0.0,1.09,1.16,0.44
2019,47570,Puebloviejo,47,Magdalena,3794.0,Magdalena (ETC),7738,80.18,80.18,52.66,78.98,54.09,24.59,95.96,114.35,106.36,96.28,57.31,,,4.39,7.02,3.4,5.8,1.44,91.23,0.0,93.21,86.45,94.77,4.39,0.0,3.4,7.75,3.78,3.01,0.39,3.1,4.42,0.72
2014,19100,Bolívar,19,Cauca,3777.0,Cauca (ETC),9561,72.02,58.13,56.06,70.06,33.11,25.57,123.9,43.14,110.99,168.48,104.6,19.94,18.88,2.43,2.73,1.45,3.8,2.75,97.46,0.0,98.55,96.2,96.21,0.11,0.0,0.0,0.0,1.05,1.28,0.0,1.18,1.59,1.31
2014,25326,Guatavita,25,Cundinamarca,3785.0,Cundinamarca (ETC),1494,73.49,90.67,73.91,85.04,72.17,58.92,81.06,76.67,86.7,80.72,70.61,12.82,26.67,0.27,,,0.54,0.65,99.73,0.0,100.0,99.46,99.35,0.0,0.0,0.0,0.0,0.0,2.24,0.0,1.58,4.56,0.0
2017,17616,Risaralda,17,Caldas,3773.0,Caldas (ETC),2098,91.3,91.33,62.79,85.26,74.61,34.44,105.15,78.49,107.26,120.62,80.06,26.969,21.43,5.51,5.19,4.2,7.66,3.61,85.35,0.0,89.12,78.73,86.6,9.14,0.0,6.68,13.61,9.79,1.54,0.0,0.97,2.64,1.03
2021,20175,Chimichagua,20,Cesar,3.779,Cesar (ETC),9.746,94.83,94.82,60.77,89.68,70.31,39.02,107.39,106.56,118.21,106.91,80.04,,,1.08,0.47,1.05,1.15,1.5,89.97,2.58,90.82,87.2,89.23,8.94,2.58,8.13,11.65,9.27,5.27,7.97,3.66,7.26,4.12
2015,13160,Cantagallo,13,Bolívar,3767.0,Bolívar (ETC),2218,84.36,84.36,57.45,90.31,51.02,18.04,95.04,102.66,124.62,79.59,49.34,27.0,9.38,3.17,2.59,3.69,2.78,0.83,94.5,0.52,94.96,93.04,92.5,2.34,0.52,1.35,4.17,6.67,5.4,,6.39,3.18,1.67
2019,85162,Monterrey,85,Casanare,3825.0,Casanare (ETC),3716,87.46,87.46,68.14,85.13,76.38,49.84,98.39,83.91,98.07,102.44,98.54,,,3.0,1.27,2.67,4.08,2.19,90.06,0.0,94.11,82.82,91.23,6.94,0.0,3.22,13.1,6.58,0.3,0.0,0.55,0.17,0.0
2023,52203,Colón,52,Nariño,3798.0,Nariño (ETC),1332,80.86,80.86,51.49,81.25,71.62,47.35,86.41,79.21,90.15,92.36,70.2,,,4.34,5.0,1.89,7.8,2.33,90.01,1.25,95.8,80.85,94.77,5.65,1.25,2.31,11.35,2.91,7.82,1.25,4.62,13.95,4.65
2019,25779,Susa,25,Cundinamarca,3785.0,Cundinamarca (ETC),1429,68.51,68.3,52.99,72.05,59.79,37.39,73.2,73.5,78.62,76.67,52.52,,,1.23,2.33,0.45,1.74,1.96,98.57,0.0,99.55,98.26,96.08,0.2,0.0,0.0,0.0,1.96,3.17,0.0,3.6,4.36,0.0
2013,19698,Santander de Quilichao,19,Cauca,3777.0,Cauca (ETC),20527,95.96,95.9,73.0,97.0,75.6,41.8,108.3,106.4,120.1,108.4,83.2,39.71,64.66,1.94,1.35,1.83,2.4,1.43,88.22,1.87,90.04,82.86,90.46,9.84,1.87,8.14,14.74,8.11,1.11,0.13,0.8,1.85,0.94
2021,97511,Pacoa,97,Vaupés,3.8310000000000004,Vaupés (ETC),1.754,49.14,49.14,5.56,55.54,15.48,4.61,62.88,11.11,98.18,53.04,26.32,,,0.73,0.0,0.43,0.33,5.0,97.1,0.0,96.14,99.67,95.0,2.18,0.0,3.43,0.0,0.0,5.71,0.0,5.43,8.2,0.0
2023,41306,Gigante,41,Huila,3790.0,Huila (ETC),5621,89.73,89.73,60.14,88.82,77.69,52.97,100.62,91.47,103.0,104.46,91.36,,,4.44,4.79,3.11,5.33,6.12,90.08,0.5,93.91,85.79,86.53,5.48,0.5,2.98,8.88,7.35,7.11,1.26,5.95,9.9,6.8
2017,73449,Melgar,73,Tolima,3815.0,Tolima (ETC),7932,103.8,103.64,74.52,104.0,83.71,50.54,117.49,105.89,124.94,118.92,102.54,31.658,4.0,1.9,3.61,1.78,1.71,1.83,88.59,0.0,90.63,82.45,94.76,9.52,0.0,7.59,15.84,3.4,0.19,0.0,0.22,0.24,0.0
2023,68820,Tona,68,Santander,3808.0,Santander (ETC),1452,93.39,93.39,69.11,93.49,81.38,36.29,100.69,101.63,110.91,105.65,63.71,,,5.44,6.14,4.11,7.3,4.8,88.66,2.63,91.61,83.63,89.6,5.9,2.63,4.27,9.07,5.6,10.43,7.89,11.23,11.06,6.4
2021,13442,María la Baja,13,Bolívar,3.767,Bolívar (ETC),11.949,95.44,95.44,51.73,94.14,74.96,41.27,113.37,82.82,124.98,116.48,93.11,,,4.43,2.38,3.86,5.39,5.3,92.05,1.19,92.64,90.97,90.0,3.52,1.19,3.5,3.64,4.7,2.36,2.38,2.21,2.87,1.36
2013,5086,Belmira,5,Antioquia,3758.0,Antioquia (ETC),1663,90.62,90.6,79.7,100.0,70.1,31.3,100.3,106.5,128.3,89.3,51.8,38.57,100.0,3.3,1.36,2.28,5.42,4.08,85.67,0.0,88.58,74.7,92.52,11.03,0.0,9.13,19.88,3.4,1.98,0.0,3.08,1.2,0.0
2012,15580,Quípama,15,Boyacá,3769.0,Boyacá (ETC),1888,71.93,71.9,54.4,70.3,58.8,25.5,88.6,66.3,86.1,113.4,53.0,16.56,25.0,3.24,1.89,2.73,3.66,5.43,89.19,1.89,91.52,83.66,91.47,7.57,1.89,5.76,12.69,3.1,4.26,0.94,5.45,4.3,0.78
2023,50001,Villavicencio,50,Meta,3797.0,Villavicencio,103748,91.32,91.22,66.01,88.58,78.96,54.17,106.8,90.71,104.56,104.12,124.53,,,4.54,5.07,4.14,5.59,2.59,88.11,0.31,91.36,81.68,91.87,7.36,0.31,4.5,12.73,5.54,8.65,3.71,7.86,12.45,3.23
2017,20238,El Copey,20,Cesar,3779.0,Cesar (ETC),7006,105.3,105.1,65.92,102.58,80.3,31.51,114.47,131.19,135.68,110.71,57.02,31.539,8.45,5.58,7.74,5.72,5.23,3.23,88.9,0.27,88.98,87.03,92.1,5.51,0.27,5.3,7.74,4.67,0.16,0.27,0.16,0.13,0.18
2017,47745,Sitionuevo,47,Magdalena,3794.0,Magdalena (ETC),8360,69.4,68.97,34.47,72.89,41.72,18.18,76.78,72.36,103.56,63.89,36.29,25.524,77.78,5.62,6.28,6.19,5.0,2.99,91.66,0.0,90.2,92.62,96.77,2.72,0.0,3.61,2.38,0.25,3.36,1.57,4.57,2.14,1.0
2016,27615,Riosucio,27,Chocó,3789.0,Chocó (ETC),8871,93.6,93.57,50.87,103.9,53.71,18.64,116.84,92.93,166.16,88.61,53.74,23.285,61.17,6.29,3.6,6.19,8.02,3.89,86.02,0.0,84.88,83.92,92.68,7.69,0.0,8.93,8.07,3.43,4.16,0.13,5.54,2.78,0.23
2019,23678,San Carlos,23,Córdoba,3781.0,Córdoba (ETC),5782,91.39,91.35,54.58,84.79,74.99,42.4,106.62,113.96,114.58,108.22,79.79,,,3.54,4.8,2.63,4.01,4.68,96.3,0.0,97.37,95.99,94.01,0.16,0.0,0.0,0.0,1.32,3.0,0.38,2.63,3.8,4.09
2013,19760,Sotara,19,Cauca,3777.0,Cauca (ETC),3658,49.73,49.7,20.2,48.3,41.0,16.9,59.3,48.7,68.6,62.3,37.8,17.13,8.33,6.52,1.48,6.74,7.39,5.83,89.56,1.48,88.18,88.98,92.72,3.92,1.48,5.08,3.63,1.46,1.32,0.0,1.99,0.84,0.97
2013,97666,Taraira,97,Vaupés,3831.0,Vaupés (ETC),336,103.27,103.3,41.9,88.4,63.4,17.0,119.1,96.8,140.4,120.5,63.8,7.96,12.5,4.5,3.33,1.95,8.15,6.67,84.5,0.0,88.78,73.33,93.33,11.0,0.0,9.27,18.52,0.0,0.5,0.0,0.98,0.0,0.0
2015,91798,Tarapacá,91,Amazonas,3828.0,Amazonas (ETC),1339,62.29,62.29,21.14,67.88,37.12,9.09,73.79,60.16,97.4,61.48,42.11,16.85,8.33,0.32,,0.18,0.4,1.89,99.68,0.0,99.82,99.6,98.11,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.89,0.0,0.0
2022,54673,San Cayetano,54,Norte de Santander,3801.0,Norte de Santander (ETC),1626,90.41,90.41,64.83,84.17,69.52,42.35,99.75,82.76,105.71,106.86,78.43,,,5.29,7.5,4.18,6.89,3.95,85.46,0.0,86.64,81.0,88.16,9.25,0.0,9.18,12.11,7.89,6.3,0.0,8.64,5.64,1.97
2012,20383,La Gloria,20,Cesar,3779.0,Cesar (ETC),3616,92.67,92.7,83.0,95.6,62.6,25.6,107.8,148.3,123.5,100.6,57.8,25.5,10.91,4.83,5.85,4.56,5.62,2.03,85.89,,88.9,79.35,93.09,9.28,,6.54,15.03,4.88,0.95,0.23,1.04,1.33,0.0
2021,25823,Topaipí,25,Cundinamarca,3.785,Cundinamarca (ETC),752,79.65,79.65,42.37,75.65,70.98,43.85,98.4,103.39,92.86,107.06,92.31,,,3.05,6.56,1.78,3.77,2.78,96.81,0.0,98.22,96.23,96.3,0.15,0.0,0.0,0.0,0.93,2.32,0.0,1.78,4.18,0.93
2013,15299,Garagoa,15,Boyacá,3769.0,Boyacá (ETC),4025,72.3,72.2,62.3,66.2,66.9,46.9,79.1,70.5,73.3,86.0,83.0,53.66,15.0,3.24,2.04,2.26,4.53,2.63,92.42,0.0,96.16,87.03,95.61,4.34,0.0,1.57,8.44,1.75,1.53,0.0,0.39,2.75,1.54
2020,15839,Tutazá,15,Boyacá,3769.0,Boyacá (ETC),390,85.9,85.9,48.57,74.71,77.42,77.05,91.28,82.86,90.59,90.32,100.0,,,0.85,3.45,1.3,0.0,0.0,85.23,0.0,92.86,78.57,71.93,13.92,0.0,5.84,21.43,28.07,3.13,0.0,3.25,3.57,3.51
2022,15051,Arcabuco,15,Boyacá,3769.0,Boyacá (ETC),1202,88.02,88.02,81.82,82.36,89.05,53.96,92.51,89.9,86.37,107.21,79.7,,,2.79,4.49,1.39,4.18,1.86,82.82,0.0,95.13,69.14,79.5,14.39,0.0,3.48,26.68,18.63,8.09,0.0,3.02,16.47,3.73
2014,70265,Guaranda,70,Sucre,3813.0,Sucre (ETC),4675,88.96,84.24,43.53,67.49,66.07,43.37,105.6,144.09,140.48,88.5,38.39,25.63,2.17,4.74,1.85,3.74,7.74,4.78,85.97,4.81,87.28,80.42,86.4,9.3,4.81,8.98,11.84,8.82,1.48,0.93,1.57,1.86,0.0
2017,41530,Palestina,41,Huila,3790.0,Huila (ETC),2868,85.9,85.91,67.33,89.32,75.86,36.48,94.25,87.25,102.15,97.85,70.86,25.945999999999998,12.5,2.42,1.83,0.89,4.47,3.5,92.85,0.0,95.06,88.01,93.77,4.72,0.0,4.05,7.52,2.72,1.29,0.0,1.7,1.06,1.17
2013,15218,Covarachía,15,Boyacá,3769.0,Boyacá (ETC),634,83.75,83.8,67.3,86.6,61.1,56.3,95.0,94.6,94.4,87.0,112.6,37.17,5.56,3.04,1.92,0.79,3.68,8.79,91.06,0.0,94.07,88.34,83.52,5.9,0.0,5.14,7.98,7.69,2.86,0.0,3.16,4.91,0.0
2016,81001,Arauca,81,Arauca,3824.0,Arauca (ETC),26138,66.8,66.71,42.72,64.03,50.24,31.18,78.39,75.83,83.41,74.51,74.17,24.224,9.68,3.99,4.9,3.31,4.78,4.07,96.01,0.0,96.69,95.22,95.93,0.0,0.0,0.0,0.0,0.0,4.48,1.89,3.5,7.37,2.14
2020,8137,Campo de la Cruz,8,Atlántico,3764.0,Atlántico (ETC),5389,91.52,91.52,66.24,89.93,65.16,39.04,103.69,93.16,113.99,101.53,86.36,,,1.8,1.15,2.33,1.41,0.83,93.38,0.92,92.45,92.77,96.06,4.82,0.92,5.22,5.82,3.11,7.81,0.0,9.96,8.23,2.28
2014,5147,Carepa,5,Antioquia,3758.0,Antioquia (ETC),14456,84.86,84.37,67.72,77.48,60.32,40.92,100.57,82.79,113.67,109.61,58.21,33.73,71.05,2.6,1.61,1.36,5.02,1.62,97.14,0.0,98.4,94.57,98.38,0.26,0.0,0.24,0.41,0.0,0.48,0.0,0.42,0.7,0.47
2016,15537,Paz de Río,15,Boyacá,3769.0,Boyacá (ETC),1031,70.3,70.32,28.4,68.4,68.39,43.26,86.52,55.56,79.25,101.44,88.76,20.147000000000002,23.08,0.9,0.0,0.41,1.75,0.0,92.66,4.35,99.59,85.96,94.07,6.44,4.35,0.0,12.28,5.93,0.15,0.0,0.41,0.0,0.0
2019,5652,San Francisco,5,Antioquia,3758.0,Antioquia (ETC),1353,85.0,85.0,63.87,80.38,67.49,24.88,94.6,71.43,103.75,104.51,60.49,,,2.76,2.35,2.2,4.04,1.15,83.35,0.0,83.59,79.8,83.91,13.89,0.0,14.21,16.16,14.94,0.09,0.0,0.0,0.0,1.15
2018,68432,Málaga,68,Santander,3808.0,Santander (ETC),4152,121.83,99.42,76.0,91.68,88.3,59.58,119.03,106.0,103.06,133.95,129.85,,,2.21,1.01,1.32,3.03,2.86,87.12,0.67,95.09,79.33,82.31,10.67,0.67,3.59,17.64,14.83,0.57,0.0,0.3,0.83,0.82
2018,41349,Hobo,41,Huila,3790.0,Huila (ETC),1693,90.5,85.53,65.75,78.61,72.48,29.15,97.52,112.33,102.92,104.86,60.15,,,11.0,6.71,9.58,14.98,9.38,83.37,0.0,86.37,74.29,88.28,5.63,0.0,4.05,10.73,2.34,3.08,0.0,2.16,5.87,1.56
2020,68686,San Miguel,68,Santander,3808.0,Santander (ETC),478,80.96,80.96,62.5,76.41,76.4,54.88,92.05,62.5,83.08,105.59,101.22,,,0.74,0.0,0.0,1.96,0.0,97.78,0.0,98.77,95.42,100.0,1.48,0.0,1.23,2.61,0.0,7.14,0.0,3.09,10.46,12.12
2023,76246,El Cairo,76,Valle del Cauca,3817.0,Valle del Cauca (ETC),1418,65.16,65.16,42.24,65.11,53.15,33.48,71.58,62.93,78.96,67.44,65.2,,,5.61,4.11,4.23,7.17,7.58,87.29,0.0,87.53,82.87,92.42,7.11,0.0,8.25,9.97,0.0,9.51,2.74,11.42,10.28,4.55
2021,13074,Barranco de Loba,13,Bolívar,3.767,Bolívar (ETC),4.055,109.94,109.94,60.29,108.44,80.81,42.21,122.61,86.86,141.82,123.69,88.16,,,4.94,5.92,3.79,6.7,4.56,89.59,0.0,88.93,89.27,91.08,5.47,0.0,7.28,4.03,4.36,1.28,1.64,1.19,1.69,0.21
2019,25777,Supatá,25,Cundinamarca,3785.0,Cundinamarca (ETC),953,91.71,91.71,47.22,84.03,80.66,61.31,105.67,76.39,100.26,119.03,104.17,,,0.98,0.0,1.04,1.5,0.0,97.82,0.0,97.65,97.01,99.31,1.2,0.0,1.31,1.5,0.69,0.33,0.0,0.52,0.3,0.0
2012,13744,Simití,13,Bolívar,3767.0,Bolívar (ETC),5815,72.31,72.1,60.1,70.1,46.1,23.1,78.7,101.3,94.2,67.9,43.4,19.75,12.0,3.53,4.0,2.77,4.61,4.53,92.77,1.68,93.46,91.53,90.03,3.69,1.68,3.77,3.86,5.44,0.79,0.84,0.91,0.59,0.6
2022,18610,San José del Fragua,18,Caquetá,3775.0,Caquetá (ETC),3613,76.83,76.83,59.14,75.5,60.81,31.21,86.11,95.7,92.92,88.06,60.4,,,5.89,6.74,5.36,7.1,3.68,86.39,0.0,88.41,80.65,88.97,7.72,0.0,6.23,12.26,7.35,7.75,0.75,8.91,9.14,4.04
2013,73504,Ortega,73,Tolima,3815.0,Tolima (ETC),8321,93.19,93.2,61.3,89.6,82.3,42.6,103.0,101.1,106.6,110.8,79.2,44.73,7.34,1.47,1.88,1.52,1.47,0.9,94.1,0.13,92.93,93.96,96.27,4.43,0.13,5.55,4.57,2.83,0.23,0.0,0.48,0.04,0.0
2020,86573,Leguízamo,86,Putumayo,3826.0,Putumayo (ETC),7882,70.44,70.43,34.65,72.93,52.53,24.68,78.2,68.27,92.66,77.79,45.42,,,9.37,4.93,6.51,13.69,14.34,88.57,0.43,91.34,83.7,84.68,2.07,0.43,2.15,2.61,0.98,4.33,0.64,4.39,5.74,1.96
2013,27580,Río Iro,27,Chocó,3789.0,Chocó (ETC),2770,49.42,49.4,28.9,52.7,21.7,9.8,56.7,63.5,79.2,35.9,27.3,12.94,0.0,0.51,,0.81,,,93.71,0.0,92.59,92.43,98.04,5.78,0.0,6.6,7.57,1.96,0.0,0.0,0.0,0.0,0.0
2020,50606,Restrepo,50,Meta,3796.0,Meta (ETC),3660,114.59,114.54,72.64,102.45,110.16,73.15,123.69,99.32,118.39,139.84,116.24,,,3.31,1.67,3.8,3.43,2.24,86.56,0.42,89.49,80.59,88.82,10.12,0.42,6.71,15.99,8.94,4.07,0.0,2.51,7.07,2.44
2022,13654,San Jacinto,13,Bolívar,3767.0,Bolívar (ETC),5308,93.07,93.07,58.82,90.38,79.2,50.11,107.35,106.59,107.88,116.02,89.14,,,4.12,5.23,3.83,4.95,2.1,87.58,0.0,91.37,79.31,91.45,8.3,0.0,4.8,15.73,6.45,5.21,0.91,4.44,8.57,1.77
2016,23464,Momil,23,Córdoba,3781.0,Córdoba (ETC),3367,98.1,98.04,62.76,91.49,85.0,55.18,116.93,88.97,136.45,114.18,87.68,21.76,100.0,0.48,1.63,0.49,0.33,0.22,98.81,0.0,97.84,99.67,99.78,0.72,0.0,1.67,0.0,0.0,1.34,0.0,2.09,1.23,0.0
2011,52323,Gualmatán,52,Nariño,3798.0,Nariño (ETC),1209,106.87,106.9,77.9,100.4,97.6,73.1,120.9,103.2,122.8,122.7,121.2,21.93,23.08,11.28,,,,,87.71,0.0,80.1,97.25,98.72,1.16,0.0,0.0,2.75,1.28,2.1,1.02,1.04,4.65,0.0
2023,68207,Concepción,68,Santander,3808.0,Santander (ETC),1120,82.41,82.41,66.29,88.01,58.79,32.79,88.66,82.02,108.99,80.58,56.83,,,2.22,2.74,1.57,3.99,0.0,89.01,0.0,91.14,81.52,93.26,8.77,0.0,7.28,14.49,6.74,9.71,2.74,5.89,21.38,1.12
2022,5150,Carolina,5,Antioquia,3758.0,Antioquia (ETC),574,83.62,83.62,71.05,90.09,61.58,41.44,92.86,102.63,105.41,85.22,78.38,,,2.82,10.26,3.0,2.31,0.0,89.66,0.0,92.27,82.66,96.55,7.52,0.0,4.72,15.03,3.45,8.26,0.0,11.11,7.51,5.75
2023,44090,Dibulla,44,La Guajira,3792.0,La Guajira (ETC),12461,63.59,63.57,46.46,60.54,42.4,18.14,68.49,82.38,82.52,62.17,36.69,,,4.52,3.38,5.08,4.39,2.97,87.59,1.69,86.5,85.58,93.22,7.89,1.69,8.42,10.02,3.81,15.67,15.86,16.58,16.38,7.63
2019,44035,Albania,44,La Guajira,3792.0,La Guajira (ETC),8352,88.11,87.62,61.26,82.53,59.51,25.6,100.57,131.65,111.34,98.62,59.62,,,3.01,3.07,3.15,2.9,2.65,96.97,0.0,96.85,97.1,97.2,0.01,0.0,0.0,0.0,0.16,3.33,3.88,2.78,4.69,0.78
2015,5679,Santa Bárbara,5,Antioquia,3758.0,Antioquia (ETC),4776,90.08,90.08,50.12,83.59,84.76,50.39,100.25,74.57,104.34,111.84,79.43,29.86,90.91,2.42,1.99,1.84,3.47,1.58,93.36,0.0,94.02,91.38,94.39,4.22,0.0,4.14,5.15,4.04,7.38,1.66,7.72,9.34,3.51
2016,17444,Marquetalia,17,Caldas,3773.0,Caldas (ETC),3602,72.9,72.93,51.45,65.51,69.55,39.38,83.93,66.88,83.7,90.25,80.82,27.066,32.65,3.98,4.81,2.25,4.71,7.18,91.54,0.0,94.66,87.84,89.5,4.48,0.0,3.09,7.45,3.31,0.36,0.0,0.33,0.39,0.55
2011,15820,Tópaga,15,Boyacá,3769.0,Boyacá (ETC),880,92.84,92.8,79.2,87.3,82.5,46.7,115.1,87.5,111.1,142.2,80.0,20.16,33.33,1.17,1.59,0.54,1.86,1.05,97.66,0.0,98.92,97.21,93.68,1.17,0.0,0.54,0.93,5.26,4.57,0.0,4.3,6.5,2.11
2015,5658,San José de la Montaña,5,Antioquia,3758.0,Antioquia (ETC),906,76.49,76.49,50.63,75.7,64.53,35.0,85.32,64.56,93.61,90.2,63.57,26.0,66.67,2.27,,3.01,1.77,1.61,97.73,0.0,96.99,98.23,98.39,0.0,0.0,0.0,0.0,0.0,7.66,0.0,,9.73,4.84
2013,68720,Santa Helena del Opón,68,Santander,3808.0,Santander (ETC),1132,75.18,75.2,48.2,91.1,48.3,15.1,84.4,90.6,111.2,79.3,31.7,11.51,0.0,2.89,6.49,2.01,3.35,3.85,96.19,0.0,96.39,96.65,96.15,0.92,0.0,1.61,0.0,0.0,1.39,1.3,1.61,1.26,0.0
2011,41016,Aipe,41,Huila,3790.0,Huila (ETC),6177,66.46,66.5,52.2,60.8,57.8,27.4,79.4,63.4,77.0,96.9,59.4,20.31,27.27,6.08,4.5,4.17,8.36,8.29,86.08,0.3,90.05,79.89,81.95,7.83,0.3,5.78,11.75,9.76,0.22,0.0,0.05,0.55,0.0
2011,19532,Patía,19,Cauca,3777.0,Cauca (ETC),9292,77.22,77.2,45.8,82.1,53.0,25.3,86.8,74.0,107.1,82.3,55.9,16.64,17.14,2.57,0.98,1.58,3.72,5.13,64.65,,59.28,66.25,81.48,,,,,13.39,0.15,0.0,0.21,0.08,0.14
2014,15755,Socotá,15,Boyacá,3769.0,Boyacá (ETC),1729,90.28,88.09,84.17,84.55,68.62,44.74,102.49,104.51,117.76,100.34,72.38,27.28,13.51,0.81,,0.25,1.19,3.31,99.13,0.0,99.75,98.81,96.03,0.06,0.0,0.0,0.0,0.66,1.06,0.72,0.74,1.59,1.32
2022,44378,Hatonuevo,44,La Guajira,3792.0,La Guajira (ETC),6010,78.94,78.84,64.23,78.2,64.42,36.93,84.79,85.97,92.8,85.53,60.85,,,4.94,7.26,6.71,2.46,3.13,92.24,0.56,89.98,94.05,96.64,2.82,0.56,3.31,3.49,0.22,6.22,1.96,8.29,5.27,3.36
2022,23555,Planeta Rica,23,Córdoba,3781.0,Córdoba (ETC),14209,97.75,97.67,54.95,87.66,85.26,59.61,111.79,111.31,105.32,118.26,114.87,,,3.72,5.62,3.05,4.13,3.51,89.87,4.86,93.19,86.07,89.94,6.41,4.86,3.75,9.8,6.55,5.65,9.54,6.0,5.28,3.2
2022,18592,Puerto Rico,18,Caquetá,3775.0,Caquetá (ETC),6869,74.67,74.67,47.58,79.27,53.22,26.47,80.35,77.7,101.06,72.51,46.71,,,5.64,5.98,5.17,6.75,4.36,91.23,0.0,90.67,90.7,93.98,3.13,0.0,4.16,2.55,1.66,5.92,0.24,6.67,7.11,2.28
2012,5120,Cáceres,5,Antioquia,3758.0,Antioquia (ETC),10182,75.69,75.7,59.6,85.7,45.0,15.5,86.5,79.2,117.8,69.7,38.7,31.57,37.78,3.18,2.1,2.7,5.08,0.82,96.69,0.0,97.28,94.92,97.11,0.13,0.0,0.02,0.0,2.06,0.88,0.0,1.13,0.7,0.66
2018,15189,Ciénega,15,Boyacá,3769.0,Boyacá (ETC),961,94.38,90.95,69.41,88.16,85.62,67.11,104.68,81.18,114.98,100.64,97.99,,,1.41,0.0,0.25,2.88,2.05,93.93,0.0,96.19,88.5,96.58,4.66,0.0,3.55,8.63,1.37,1.41,0.0,2.03,1.6,0.0
2013,52612,Ricaurte,52,Nariño,3798.0,Nariño (ETC),5110,77.96,78.0,41.2,76.6,31.1,12.7,99.4,89.2,161.0,58.4,35.0,21.85,18.31,3.51,0.54,5.15,0.51,,96.49,0.0,94.85,99.49,100.0,0.0,0.0,0.0,0.0,0.0,2.17,0.27,1.21,5.82,2.05
2023,19397,La Vega,19,Cauca,3777.0,Cauca (ETC),4506,51.2,51.2,29.01,52.78,43.33,24.19,58.06,51.55,63.31,58.37,48.51,,,4.13,9.84,0.87,7.2,4.57,87.97,0.0,91.99,81.51,89.02,7.9,0.0,7.14,11.28,6.4,9.91,4.92,10.53,11.04,7.62
2018,25335,Guayabetal,25,Cundinamarca,3785.0,Cundinamarca (ETC),1295,141.52,99.23,58.14,97.53,88.25,44.0,110.27,95.35,115.9,124.25,76.0,,,1.13,0.81,0.16,2.95,0.0,98.65,0.0,99.53,97.05,99.19,0.23,0.0,0.31,0.0,0.81,0.0,0.0,0.0,0.0,0.0
